"date","continent_code","max_stringency_index","max_country_name","min_stringency_index","min_country_name"
20200401,AF,97.22,"Congo, Republic of the",13.89,"Burundi, Republic of"
20200401,AS,100.0,,19.44,"Tajikistan, Republic of"
20200401,AS,100.0,,19.44,"Tajikistan, Republic of"
20200401,AS,100.0,"Philippines, Republic of the",19.44,"Tajikistan, Republic of"
20200401,AS,100.0,"Sri Lanka, Democratic Socialist Republic of",19.44,"Tajikistan, Republic of"
20200401,AS,100.0,"Jordan, Hashemite Kingdom of",19.44,"Tajikistan, Republic of"
20200401,AS,100.0,"India, Republic of",19.44,"Tajikistan, Republic of"
20200401,AS,100.0,,19.44,"Tajikistan, Republic of"
20200401,AS,100.0,Georgia,19.44,"Tajikistan, Republic of"
20200401,AS,100.0,Georgia,19.44,"Tajikistan, Republic of"
20200401,AS,100.0,Georgia,19.44,"Tajikistan, Republic of"
20200401,AS,100.0,Georgia,19.44,"Tajikistan, Republic of"
20200401,EU,100.0,Georgia,12.04,"Belarus, Republic of"
20200401,EU,100.0,,12.04,"Belarus, Republic of"
20200401,EU,100.0,,12.04,"Belarus, Republic of"
20200401,EU,100.0,,12.04,"Belarus, Republic of"
20200401,EU,100.0,,12.04,"Belarus, Republic of"
20200401,EU,100.0,"Serbia, Republic of",12.04,"Belarus, Republic of"
20200401,EU,100.0,,12.04,"Belarus, Republic of"
20200401,EU,100.0,Georgia,12.04,"Belarus, Republic of"
20200401,EU,100.0,,12.04,"Belarus, Republic of"
20200401,EU,100.0,Georgia,12.04,"Belarus, Republic of"
20200401,EU,100.0,Georgia,12.04,"Belarus, Republic of"
20200401,NA,100.0,,15.74,"Nicaragua, Republic of"
20200401,NA,100.0,,15.74,"Nicaragua, Republic of"
20200401,NA,100.0,,15.74,"Nicaragua, Republic of"
20200401,NA,100.0,,15.74,"Nicaragua, Republic of"
20200401,NA,100.0,"Honduras, Republic of",15.74,"Nicaragua, Republic of"
20200401,NA,100.0,,15.74,"Nicaragua, Republic of"
20200401,NA,100.0,,15.74,"Nicaragua, Republic of"
20200401,NA,100.0,,15.74,"Nicaragua, Republic of"
20200401,NA,100.0,,15.74,"Nicaragua, Republic of"
20200401,OC,96.3,,40.74,"Kiribati, Republic of"
20200401,OC,96.3,,40.74,
20200401,OC,96.3,,40.74,
20200401,OC,96.3,,40.74,
20200401,OC,96.3,,40.74,"Kiribati, Republic of"
20200401,OC,96.3,,40.74,"Kiribati, Republic of"
20200401,OC,96.3,,40.74,"Kiribati, Republic of"
20200401,OC,96.3,,40.74,"Kiribati, Republic of"
20200401,OC,96.3,New Zealand,40.74,"Kiribati, Republic of"
20200401,OC,96.3,,40.74,
20200401,OC,96.3,,40.74,"Kiribati, Republic of"
20200401,OC,96.3,,40.74,"Kiribati, Republic of"
20200401,OC,96.3,,40.74,
20200401,OC,96.3,,40.74,"Kiribati, Republic of"
